,Title,Title2,Price,StarRating,numRater,Shopping_Link,Img_src,Website
0,Caymus Napa Valley Cabernet Sauvignon 2016,"Caymus Cabernet, 2016",79.97,5.0,2.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet/p/187859750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h22/h95/11464121548830.png,Total Wine
1,Caymus Napa Valley Cabernet Sauvignon 2016,"Caymus Cabernet, 2016",99.97,4.9,14.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet/p/164328010?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hb8/hc7/9718557769758.png,Total Wine
2,Ornellaia 2015,"Ornellaia, 2015",224.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219357750?s=301&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
3,Ornellaia 2015,"Ornellaia, 2015",449.99,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219358015?s=920&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
4,Ornellaia Le Serre Nuove 2015,"Ornellaia, 2015",224.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219357750?s=301&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
5,Ornellaia Le Serre Nuove 2015,"Ornellaia, 2015",449.99,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219358015?s=920&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
6,Ornellaia (3 Liter Bottle) 2015,"Ornellaia, 2015",224.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219357750?s=301&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
7,Ornellaia (3 Liter Bottle) 2015,"Ornellaia, 2015",449.99,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219358015?s=920&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
8,Ornellaia (1.5 Liter Magnum) 2015,"Ornellaia, 2015",224.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219357750?s=301&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
9,Ornellaia (1.5 Liter Magnum) 2015,"Ornellaia, 2015",449.99,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219358015?s=920&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
10,Ornellaia (6 Liter Bottle) 2015,"Ornellaia, 2015",224.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219357750?s=301&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
11,Ornellaia (6 Liter Bottle) 2015,"Ornellaia, 2015",449.99,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/ornellaia/p/219358015?s=920&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
12,Silver Oak Napa Valley Cabernet Sauvignon 2013,"Silver Oak Cabernet Napa, 2013",124.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/75113750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hdf/h01/11311102427166.png,Total Wine
13,Silver Oak Napa Valley Cabernet Sauvignon 2013,"Silver Oak Cabernet Napa, 2013",249.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/19491015?s=303&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h72/ha0/11167093587998.png,Total Wine
14,Silver Oak Napa Valley Cabernet Sauvignon 2013,"Silver Oak Cabernet Napa, 2013",1299.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/100579060?s=1703&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h2e/h66/11167101878302.png,Total Wine
15,Silver Oak Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2013,"Silver Oak Cabernet Napa, 2013",124.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/75113750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hdf/h01/11311102427166.png,Total Wine
16,Silver Oak Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2013,"Silver Oak Cabernet Napa, 2013",249.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/19491015?s=303&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h72/ha0/11167093587998.png,Total Wine
17,Silver Oak Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2013,"Silver Oak Cabernet Napa, 2013",1299.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/100579060?s=1703&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h2e/h66/11167101878302.png,Total Wine
18,Silver Oak Napa Valley Cabernet Sauvignon (3 Liter Bottle) 2013,"Silver Oak Cabernet Napa, 2013",124.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/75113750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hdf/h01/11311102427166.png,Total Wine
19,Silver Oak Napa Valley Cabernet Sauvignon (3 Liter Bottle) 2013,"Silver Oak Cabernet Napa, 2013",249.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/19491015?s=303&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h72/ha0/11167093587998.png,Total Wine
20,Silver Oak Napa Valley Cabernet Sauvignon (3 Liter Bottle) 2013,"Silver Oak Cabernet Napa, 2013",1299.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/100579060?s=1703&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h2e/h66/11167101878302.png,Total Wine
21,Silver Oak Napa Valley Cabernet Sauvignon (6 Liter Bottle) 2013,"Silver Oak Cabernet Napa, 2013",124.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/75113750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hdf/h01/11311102427166.png,Total Wine
22,Silver Oak Napa Valley Cabernet Sauvignon (6 Liter Bottle) 2013,"Silver Oak Cabernet Napa, 2013",249.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/19491015?s=303&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h72/ha0/11167093587998.png,Total Wine
23,Silver Oak Napa Valley Cabernet Sauvignon (6 Liter Bottle) 2013,"Silver Oak Cabernet Napa, 2013",1299.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-napa/p/100579060?s=1703&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h2e/h66/11167101878302.png,Total Wine
24,Duckhorn Napa Valley Cabernet Sauvignon 2015,"Duckhorn Cabernet Napa, 2015",54.99,4.8,5.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/duckhorn-cabernet-napa/p/3807750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h96/hd9/8813970128926.png,Total Wine
25,Duckhorn Napa Valley Cabernet Sauvignon (375ML half-bottle) 2015,"Duckhorn Cabernet Napa, 2015",54.99,4.8,5.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/duckhorn-cabernet-napa/p/3807750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h96/hd9/8813970128926.png,Total Wine
26,Joseph Phelps Insignia 2014 6 Pack OWC,"Joseph Phelps Insignia, 2014",249.99,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/joseph-phelps-insignia/p/195084750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hca/h87/11167464390686.png,Total Wine
27,Joseph Phelps Insignia 2014 6 Pack OWC,"Joseph Phelps Insignia, 2014",429.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/joseph-phelps-insignia/p/195084015?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h5c/hcb/11167467405342.png,Total Wine
28,Joseph Phelps Insignia 2014,"Joseph Phelps Insignia, 2014",249.99,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/joseph-phelps-insignia/p/195084750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hca/h87/11167464390686.png,Total Wine
29,Joseph Phelps Insignia 2014,"Joseph Phelps Insignia, 2014",429.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/joseph-phelps-insignia/p/195084015?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h5c/hcb/11167467405342.png,Total Wine
30,Joseph Phelps Insignia (1.5 Liter Magnum) 2014,"Joseph Phelps Insignia, 2014",249.99,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/joseph-phelps-insignia/p/195084750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hca/h87/11167464390686.png,Total Wine
31,Joseph Phelps Insignia (1.5 Liter Magnum) 2014,"Joseph Phelps Insignia, 2014",429.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/joseph-phelps-insignia/p/195084015?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h5c/hcb/11167467405342.png,Total Wine
32,Dominus Estate 2015,"Dominus, 2015",299.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/dominus/p/188893750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h61/he6/11413765160990.png,Total Wine
33,Dominus Estate 2015,"Dominus, 2015",649.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/dominus/p/188893015?s=205&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
34,Dominus Napanook Vineyard 2015,"Dominus, 2015",299.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/dominus/p/188893750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h61/he6/11413765160990.png,Total Wine
35,Dominus Napanook Vineyard 2015,"Dominus, 2015",649.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/dominus/p/188893015?s=205&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
36,Dominus Estate (1.5 Liter Magnum) 2015,"Dominus, 2015",299.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/dominus/p/188893750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h61/he6/11413765160990.png,Total Wine
37,Dominus Estate (1.5 Liter Magnum) 2015,"Dominus, 2015",649.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/dominus/p/188893015?s=205&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
38,Silver Oak Alexander Valley Cabernet Sauvignon 2014,"Silver Oak Cabernet Alexander, 2014",75.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-alexander/p/185537750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
39,Silver Oak Alexander Valley Cabernet Sauvignon 2014,"Silver Oak Cabernet Alexander, 2014",189.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-alexander/p/108635015?s=1802&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h40/h1c/8806403964958.png,Total Wine
40,Silver Oak Alexander Valley Cabernet Sauvignon (6 Liter Bottle) 2014,"Silver Oak Cabernet Alexander, 2014",75.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-alexander/p/185537750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
41,Silver Oak Alexander Valley Cabernet Sauvignon (6 Liter Bottle) 2014,"Silver Oak Cabernet Alexander, 2014",189.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-alexander/p/108635015?s=1802&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h40/h1c/8806403964958.png,Total Wine
42,Silver Oak Alexander Valley Cabernet Sauvignon (3 Liter Bottle) 2014,"Silver Oak Cabernet Alexander, 2014",75.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-alexander/p/185537750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
43,Silver Oak Alexander Valley Cabernet Sauvignon (3 Liter Bottle) 2014,"Silver Oak Cabernet Alexander, 2014",189.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/silver-oak-cabernet-alexander/p/108635015?s=1802&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h40/h1c/8806403964958.png,Total Wine
44,Chappellet Signature Cabernet Sauvignon 2015,"Chappellet Cabernet Sauvignon Napa Signature, 2015",69.99,5.0,4.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/chappellet-cabernet-sauvignon-napa-signature/p/28603750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hc8/h96/8804229513246.png,Total Wine
45,Veuve Clicquot Yellow Label Brut,Veuve Clicquot Brut Yellow Label,2299.99,,0.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/veuve-clicquot-brut-yellow-label/p/195226120?s=1205&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h9b/h12/11375094956062.png,Total Wine
46,Veuve Clicquot Yellow Label Brut,Veuve Clicquot Brut Yellow Label,3499.99,,0.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/veuve-clicquot-brut-yellow-label/p/195227150?s=1205&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h50/haf/11375098331166.png,Total Wine
47,Veuve Clicquot Yellow Label Brut (1.5 Liter Magnum),Veuve Clicquot Brut Yellow Label,2299.99,,0.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/veuve-clicquot-brut-yellow-label/p/195226120?s=1205&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h9b/h12/11375094956062.png,Total Wine
48,Veuve Clicquot Yellow Label Brut (1.5 Liter Magnum),Veuve Clicquot Brut Yellow Label,3499.99,,0.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/veuve-clicquot-brut-yellow-label/p/195227150?s=1205&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h50/haf/11375098331166.png,Total Wine
49,Veuve Clicquot Yellow Label Brut (3 Liter Bottle - Jereboam),Veuve Clicquot Brut Yellow Label,2299.99,,0.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/veuve-clicquot-brut-yellow-label/p/195226120?s=1205&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h9b/h12/11375094956062.png,Total Wine
50,Veuve Clicquot Yellow Label Brut (3 Liter Bottle - Jereboam),Veuve Clicquot Brut Yellow Label,3499.99,,0.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/veuve-clicquot-brut-yellow-label/p/195227150?s=1205&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h50/haf/11375098331166.png,Total Wine
51,Veuve Clicquot Yellow Label Brut (375ML half-bottle),Veuve Clicquot Brut Yellow Label,2299.99,,0.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/veuve-clicquot-brut-yellow-label/p/195226120?s=1205&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h9b/h12/11375094956062.png,Total Wine
52,Veuve Clicquot Yellow Label Brut (375ML half-bottle),Veuve Clicquot Brut Yellow Label,3499.99,,0.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/veuve-clicquot-brut-yellow-label/p/195227150?s=1205&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h50/haf/11375098331166.png,Total Wine
53,Antinori Tignanello 2015,"Antinori Tignanello, 2015",119.97,5.0,1.0,https://www.totalwine.com/wine/red-wine/sangiovese/antinori-tignanello/p/188987750?s=219&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h72/h57/11400122794014.png,Total Wine
54,Caymus Special Selection Cabernet Sauvignon 2014,"Caymus Cabernet Special Selection, 2014",174.99,5.0,2.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/181074750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h00/h0f/11170904113182.png,Total Wine
55,Caymus Special Selection Cabernet Sauvignon 2014,"Caymus Cabernet Special Selection, 2014",339.99,5.0,2.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/178730015?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hfc/h00/10946294743070.png,Total Wine
56,Caymus Special Selection Cabernet Sauvignon 2014,"Caymus Cabernet Special Selection, 2014",749.99,5.0,2.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/181074030?s=2301&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
57,Caymus Special Selection Cabernet Sauvignon (1.5 Liter Magnum) 2014,"Caymus Cabernet Special Selection, 2014",174.99,5.0,2.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/181074750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h00/h0f/11170904113182.png,Total Wine
58,Caymus Special Selection Cabernet Sauvignon (1.5 Liter Magnum) 2014,"Caymus Cabernet Special Selection, 2014",339.99,5.0,2.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/178730015?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hfc/h00/10946294743070.png,Total Wine
59,Caymus Special Selection Cabernet Sauvignon (1.5 Liter Magnum) 2014,"Caymus Cabernet Special Selection, 2014",749.99,5.0,2.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/caymus-cabernet-special-selection/p/181074030?s=2301&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
60,Tenuta San Guido Sassicaia 2015,"Sassicaia, 2015",199.97,,0.0,https://www.totalwine.com/wine/red-wine/sangiovese/sassicaia/p/219327750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
61,Tenuta San Guido Sassicaia (1.5 Liter Magnum) 2015,"Sassicaia, 2015",199.97,,0.0,https://www.totalwine.com/wine/red-wine/sangiovese/sassicaia/p/219327750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
62,Austin Hope Cabernet Sauvignon 2015,"Austin Hope Cabernet Sauvignon Paso Robles, 2015",49.99,4.4,7.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/austin-hope-cabernet-sauvignon-paso-robles/p/187754750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h22/h4d/11343156281374.png,Total Wine
63,Austin Hope Cabernet Sauvignon 2015,"Austin Hope Cabernet Sauvignon Paso Robles, 2015",99.99,4.4,7.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/austin-hope-cabernet-sauvignon-paso-robles/p/187754015?s=219&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
64,Joseph Phelps Insignia 2015,"Joseph Phelps Insignia, 2015",249.97,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/joseph-phelps-insignia/p/185514750?s=402&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
65,Veuve Clicquot Vintage Brut 2008,"Veuve Clicquot Brut Rose Vintage, 2008",89.99,5.0,1.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/brut/veuve-clicquot-brut-rose-vintage/p/11362750?s=204&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h47/ha2/8806580551710.png,Total Wine
66,Veuve Clicquot Vintage Brut Rose 2008,"Veuve Clicquot Brut Rose Vintage, 2008",89.99,5.0,1.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/brut/veuve-clicquot-brut-rose-vintage/p/11362750?s=204&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h47/ha2/8806580551710.png,Total Wine
67,Chappellet Pritchard Hill Estate Vineyard Cabernet Sauvignon 2015,"Chappellet Cabernet Sauvignon Pritchard Hill Napa, 2015",239.99,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/chappellet-cabernet-sauvignon-pritchard-hill-napa/p/214697750?s=917&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
68,Domaine Serene Evenstad Reserve Pinot Noir 2014,"Domaine Serene Pinot Noir Evenstad Reserve, 2014",74.99,5.0,1.0,https://www.totalwine.com/wine/red-wine/pinot-noir/domaine-serene-pinot-noir-evenstad-reserve/p/96297750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h01/h14/8811166236702.png,Total Wine
69,Domaine Serene Evenstad Reserve Pinot Noir (1.5 Liter Magnum) 2014,"Domaine Serene Pinot Noir Evenstad Reserve, 2014",74.99,5.0,1.0,https://www.totalwine.com/wine/red-wine/pinot-noir/domaine-serene-pinot-noir-evenstad-reserve/p/96297750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h01/h14/8811166236702.png,Total Wine
70,Laurent-Perrier Brut Rose,Laurent Perrier Rose,69.97,4.5,2.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/rose/laurent-perrier-rose/p/10656750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h94/h0d/11435517378590.png,Total Wine
71,Laurent-Perrier Brut Rose (1.5 Liter Magnum),Laurent Perrier Rose,69.97,4.5,2.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/rose/laurent-perrier-rose/p/10656750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h94/h0d/11435517378590.png,Total Wine
72,Kendall-Jackson Grand Reserve Cabernet Sauvignon 2014,"Kendall Jackson Grand Reserve Cabernet, 2014",19.97,5.0,4.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/kendall-jackson-grand-reserve-cabernet/p/2398750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/he6/h5b/11051257167902.png,Total Wine
73,Chateau Leoville Las Cases 2005,"Chateau Leoville Las Cases St Julien, 2005",349.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-leoville-las-cases-st-julien/p/29905750?s=219&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hf3/h4f/8813850886174.png,Total Wine
74,Chateau Margaux 2015,"Chateau Tour de Bessan Margaux, 2015",29.99,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-tour-de-bessan-margaux/p/174652750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h18/ha2/11268517363742.png,Total Wine
75,Penley Estate Phoenix Cabernet Sauvignon 2016,"Penley Estate Phoenix Cabernet, 2016",21.99,,0.0,https://www.totalwine.com/wine/red-wine/cabernet-sauvignon/penley-estate-phoenix-cabernet/p/115238750?s=204&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h49/hdc/9997969981470.png,Total Wine
76,Chateau Cheval Blanc 2015,"Chateau Cheval Blanc St Emilion, 2015",819.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-cheval-blanc-st-emilion/p/24615750?s=205&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h19/h0c/11436825575454.png,Total Wine
77,Chateau Cheval Blanc 2015,"Chateau Cheval Blanc St Emilion, 2015",3799.99,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-cheval-blanc-st-emilion/p/24615030?s=402&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
78,Chateau Cheval Blanc 2015,"Chateau Cheval Blanc St Emilion, 2015",1749.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-cheval-blanc-st-emilion/p/24615015?s=301&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
79,Chateau Haut-Brion 2015,"Chateau Haut Brion Pessac, 2015",649.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-haut-brion-pessac/p/27115750?s=201&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h79/h79/11436826165278.png,Total Wine
80,Chateau Haut-Brion 2015,"Chateau Haut Brion Pessac, 2015",1299.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-haut-brion-pessac/p/27115015?s=402&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
81,Chateau Haut-Brion 2015,"Chateau Haut Brion Pessac, 2015",2599.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-haut-brion-pessac/p/27115030?s=101&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
82,Chateau Haut-Brion 2015,"Chateau Haut Brion Pessac, 2015",324.97,,0.0,https://www.totalwine.com/wine/red-wine/bordeaux-blend/chateau-haut-brion-pessac/p/27115375?s=402&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
83,Goldeneye Anderson Valley Pinot Noir 2015,"Goldeneye Pinot Noir, 2015",44.99,5.0,3.0,https://www.totalwine.com/wine/red-wine/pinot-noir/goldeneye-pinot-noir/p/14332750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/he2/h00/8797577773086.png,Total Wine
84,Goldeneye Gowan Creek Vineyard Pinot Noir 2015,"Goldeneye Pinot Noir, 2015",44.99,5.0,3.0,https://www.totalwine.com/wine/red-wine/pinot-noir/goldeneye-pinot-noir/p/14332750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/he2/h00/8797577773086.png,Total Wine
85,Goldeneye Anderson Valley Pinot Noir (375ML half-bottle) 2015,"Goldeneye Pinot Noir, 2015",44.99,5.0,3.0,https://www.totalwine.com/wine/red-wine/pinot-noir/goldeneye-pinot-noir/p/14332750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/he2/h00/8797577773086.png,Total Wine
