,Title,Title2,Price,StarRating,numRater,Shopping_Link,Img_src,Website
270,Roederer Estate Brut,Roederer Estate Brut,20.99,4.2,12.0,https://www.totalwine.com/wine/champagne-sparkling-wine/sparkling-wine/brut/roederer-estate-brut/p/454750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h48/he5/8820421722142.png,Total Wine
271,Roederer Estate Brut (375ML half-bottle),Roederer Estate Brut,20.99,4.2,12.0,https://www.totalwine.com/wine/champagne-sparkling-wine/sparkling-wine/brut/roederer-estate-brut/p/454750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h48/he5/8820421722142.png,Total Wine
272,Roederer Estate Brut Rose,Roederer Estate Brut,20.99,4.2,12.0,https://www.totalwine.com/wine/champagne-sparkling-wine/sparkling-wine/brut/roederer-estate-brut/p/454750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h48/he5/8820421722142.png,Total Wine
273,Moet & Chandon Imperial,Moet & Chandon Imperial Brut,37.97,4.5,12.0,https://www.totalwine.com/wine/gift-center/champagne-sparkling-wine/champagne/brut/moet-chandon-imperial-brut/p/449750?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h21/hea/8801213644830.png,Total Wine
274,Moet & Chandon Imperial,Moet & Chandon Imperial Brut,14.99,4.5,12.0,https://www.totalwine.com/wine/gift-center/champagne-sparkling-wine/champagne/brut/moet-chandon-imperial-brut/p/449187?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hb0/h56/8814018297886.png,Total Wine
275,Moet & Chandon Imperial,Moet & Chandon Imperial Brut,109.99,4.5,12.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/brut/moet-chandon-imperial-brut/p/449015?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h21/h8b/8804413603870.png,Total Wine
276,Moet & Chandon Imperial,Moet & Chandon Imperial Brut,29.99,4.5,12.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/brut/moet-chandon-imperial-brut/p/449375?s=218&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h5b/ha6/8820418773022.png,Total Wine
277,Moet & Chandon Imperial,Moet & Chandon Imperial Brut,449.99,4.5,12.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/brut/moet-chandon-imperial-brut/p/449030?s=2101&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h00/h2d/11163908735006.png,Total Wine
278,Moet & Chandon Imperial,Moet & Chandon Imperial Brut,979.99,4.5,12.0,https://www.totalwine.com/wine/champagne-sparkling-wine/champagne/brut/moet-chandon-imperial-brut/p/449060?s=1703&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/hd9/hc6/11375220850718.png,Total Wine
279,Montes Purple Angel Apalta Vineyard Carmenere 2015,"Montes Carmenere Purple Angel, 2015",74.99,4.6000000000000005,5.0,https://www.totalwine.com/wine/red-wine/carmenere/montes-carmenere-purple-angel/p/2932750?s=215&igrules=true,https://image1.totalwine.com/media/sys_master/twmmedia/h3f/hb8/8797841424414.png,Total Wine
280,Montes Purple Angel Apalta Vineyard Carmenere 2015,"Montes Carmenere Purple Angel, 2015",74.99,,0.0,https://www.totalwine.com/wine/red-wine/carmenere/montes-carmenere-purple-angel/p/214162750?s=219&igrules=true,https://image1.totalwine.com/media/sys_master/cmsmedia/he2/ha6/8979036438558.png,Total Wine
